Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Brandon Hughes","CHC",0.292804,0.270676,0,4.17803,6.328,0.246,0,0,,6.7855,28.798,5.87491,3.38,3.15,0.975568,2.57876,0.142758,0.347451,6.84835,9.08336,3.42036,2.65567,1.29395,0.237807,0.0895467,0.14826004952192307,0.227078,1.24584,0.271464,0.715824,,,4.31073,0.0206409,0.0668909,999,,,,,,,28.900000000000013,4.128571428571431,27,3.857142857142857,,,,,,,,,,,,,,,,,,,"Brandon Hughes","23460",676714
"Jose E. Hernandez","LAD",0.218626,0.122636,0,4.17366,4.773,0,0,0.724,,5.0028,21.3842,4.44473,2.5,2.32,0.634918,2.04895,0.149839,0.207521,5.01167,9.01596,3.68605,2.44597,1.14221,0.234363,0.095816,0.13854708522558212,0.232371,1.29801,0.282603,0.712547,,,4.16592,0.0193739,0.0626898,999,,,,,,,22.300000000000004,4.460000000000001,20,4,,,,,,,,,,,,,,,,,,,"Jose E. Hernandez","22318",669796
"Matt Festa","TEX",0.329224,0.223585,0,4.44917,7.434,0,0,0,,8.0914,34.6454,7.00521,4.28,4,1.24502,3.29962,0.186082,0.503683,8.50779,9.46315,3.67014,2.57842,1.38483,0.245568,0.0952397,0.15032807737588882,0.227132,1.27355,0.273134,0.703687,,,4.47399,0.0175696,0.0171008,999,,,,,,,34.7,4.3375,33,4.125,,,,,,,,,,,,,,,,,,,"Matt Festa","19330",670036
"Christian Roa","MIA",0.451503,0.447615,0,4.29165,12.687,0,0,0,,18.3496,80.9221,15.5735,9.39,8.75,2.20611,10.521,0.58968,1.25212,19.537,9.58241,5.16029,1.85695,1.08204,0.24143,0.130014,0.1114158034324646,0.225216,1.42207,0.281977,0.726095,,,4.52481,0.0174997,0.0384777,999,,,,,,,71.00000000000003,3.944444444444446,68,3.7777777777777777,,,,,,,,,,,,,,,,,,,"Christian Roa","sa3014477",685005
"Jose Cuas","PHI",0.390667,0.321647,0,4.52565,9.743,0.059,0,0.594,,10.2615,44.9744,9.62382,5.54,5.16,1.22233,4.5758,0.24764,0.861615,10.0708,8.83277,4.01327,2.20089,1.07206,0.223924,0.101742,0.12218154966831207,0.243413,1.38378,0.297463,0.693416,,,4.34183,0.0166482,-0.08103,999,,,,,,,41.7,4.17,43,4.3,,,,,,,,,,,,,,,,,,,"Jose Cuas","17701",621016
"Kendall Graveman","ARI",1.82446,1.43899,0,4.70007,42.679,0,1,6.8925,,44.2908,194.513,43.7728,24.78,23.13,5.42607,18.7515,0.928603,2.92203,39.9307,8.11403,3.81035,2.12947,1.10259,0.205285,0.0964021,0.10888320207595825,0.253256,1.41168,0.300798,0.687162,,,4.42403,0.0165586,-0.213873,749.6599731445312,,,,,,,196.70000000000002,4.470454545454546,202,4.590909090909091,,,,,,,,,,,,,,,,,,,"Kendall Graveman","15514",608665
"Kirby Snead",,0.230277,0.194958,0,4.21406,6.129,0,0,0,,6.4712,28.0193,6.11868,3.26,3.03,0.591112,2.71895,0.204029,0.336623,5.34257,7.43032,3.78145,1.96494,0.822105,0.190674,0.0970383,0.0936361625790596,0.245103,1.36569,0.290465,0.696327,,,4.11932,0.0160766,0.0128254,999,,,,,,,17.500000000000007,2.916666666666668,18,3,,,,,,,,,,,,,,,,,,,"Kirby Snead","19179",669912
"Tejay Antone","CIN",0.350721,0.301705,0,4.75664,8.459,0,0,0.602,,8.4198,37.1773,8.33686,4.77,4.45,1.09946,3.72721,0.214456,0.512482,8.50912,9.09547,3.98405,2.28297,1.17523,0.228879,0.100255,0.12862420827150345,0.25311,1.43282,0.310231,0.693035,,,4.35343,0.015025,-0.0851088,999,,,,,,,33.10000000000001,4.137500000000001,34,4.25,,,,,,,,,,,,,,,,,,,"Tejay Antone","16233",622088
"Jesse Chavez","ATL",1.07627,0.751619,0,4.49238,24.581,0.083,0,0.6259,,27.0057,116.031,25.312,14.46,13.48,3.84961,10.019,0.442085,1.3071,25.2405,8.41174,3.33895,2.51928,1.28293,0.217533,0.0863473,0.13118553906679153,0.241747,1.30828,0.283839,0.697058,,,4.40851,0.0126487,0.00619855,999,,,,,,,106.60000000000002,3.948148148148149,104,3.8518518518518516,,,,,,,,,,,,,,,,,,,"Jesse Chavez","5448",445926
"Jeff Brigham","ARI",0.372795,0.315034,0,5.03731,8.881,0,0,0.6502,,9.4872,41.9329,9.05534,5.7,5.31,1.5149,4.21548,0.226654,0.59402,10.474,9.93613,3.999,2.48465,1.43711,0.24978,0.100529,0.14925085753202438,0.243925,1.39881,0.300004,0.679,,,4.55511,0.0125939,-0.133588,999,,,,,,,27.60000000000001,3.0666666666666678,28,3.111111111111111,,,,,,,,,,,,,,,,,,,"Jeff Brigham","16631",656257
"Yunior Marte",,0.931102,0.749229,0,4.68088,23.44,0,0,0,,27.3218,119.534,27.0213,15.24,14.21,3.31257,11.2272,0.553197,1.57897,22.3407,7.35919,3.69831,1.98988,1.09118,0.186899,0.0939248,0.09297419339418411,0.253181,1.39993,0.292433,0.684554,,,4.5134,0.011873,-0.0962841,999,,,,,,,97.7,3.6185185185185187,101,3.740740740740741,,,,,,,,,,,,,,,,,,,"Yunior Marte","14416",628708
"Elvin Rodriguez","MIL",0.415418,0.313714,0,4.45079,9.081,0,0,0.6028,,10.151,43.4652,8.85056,5.38,5.02,1.6562,4.00205,0.310116,0.600432,10.2211,9.06214,3.54827,2.55396,1.46841,0.235156,0.092075,0.1430807039141655,0.227739,1.26614,0.266602,0.709385,,,4.63391,0.0102729,0.0213759,999,,,,,,,35,3.5,33,3.3,,,,,,,,,,,,,,,,,,,"Elvin Rodriguez","20962",660730
"Clay Helvey","WSN",0.391367,0.328289,0,4.49863,9.21,0,0,0,,10.5032,46.1808,9.53955,5.64,5.25,1.23522,5.30528,0.436847,0.622872,10.7694,9.22809,4.546,2.02994,1.05844,0.2332,0.114881,0.11831984668970108,0.236992,1.41336,0.293979,0.701827,,,4.33789,0.00968996,-0.0278557,999,,,,,,,47.10000000000001,4.281818181818182,46,4.181818181818182,,,,,,,,,,,,,,,,,,,"Clay Helvey","sa3007459",663627
"Trevor Richards","CHC",1.08107,0.868438,0,4.55507,24.936,0.251,0,0.6309,,26.9107,116.786,24.114,14.6,13.62,3.99389,12.2594,0.435817,1.24596,27.9241,9.33891,4.10003,2.27777,1.33571,0.239105,0.104974,0.1341317594051361,0.233482,1.35164,0.281944,0.707343,,,4.52611,0.00856306,-0.0963577,999,,,,,,,109.20000000000002,4.044444444444445,104,3.8518518518518516,,,,,,,,,,,,,,,,,,,"Trevor Richards","19309",670950
"Jesse Scholtens","CHW",0.233718,0.495706,0.165888,5.39544,1.612,1,0,0,,5.7215,25.3841,6.39332,3.7,3.43,0.990815,2.03244,0.0691067,0.274424,3.91878,6.16429,3.19706,1.92811,1.55857,0.154379,0.0800675,0.07431156933307648,0.27704,1.47265,0.297369,0.671404,,,5.25748,0.00852299,-0.0363737,999,,,,,,,18.500000000000007,3.0833333333333344,19,3.1666666666666665,,,,,,,,,,,,,,,,,,,"Jesse Scholtens","19205",669947
"Deivi García","MIL",0.655011,0.516076,0,4.61088,14.631,0,0,0,,18.8554,82.9,16.094,10.31,9.66,2.57603,10.1182,0.513093,1.28303,20.2014,9.64248,4.82957,1.99655,1.22958,0.243684,0.122053,0.12163156270980835,0.225094,1.39017,0.277454,0.703457,,,4.61376,0.00754671,-0.010841,999,,,,,,,69.1,3.6368421052631574,63,3.3157894736842106,,,,,,,,,,,,,,,,,,,"Deivi Garcia","20276",665620
"Jackson Kowar","SEA",0.734218,0.713813,0,4.74848,20.258,0,0,0.6204,,22.8768,101.031,21.8348,12.93,12.07,2.96784,10.8039,0.602759,1.44154,22.2745,8.76306,4.25036,2.06172,1.16758,0.220472,0.106936,0.11353621631860733,0.245928,1.42671,0.296916,0.691928,,,4.51147,0.00724926,-0.104722,999,,,,,,,88.10000000000001,3.830434782608696,88,3.8260869565217392,,,,,,,,,,,,,,,,,,,"Jackson Kowar","21549",663804
