Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Tyler Ivey","HOU",0.0518,0.0696,0.0649,5.06079,0.1754,0.1754,0,0,1,4.376,1.0762,0.5991,0.56231,0.168556,0.3455,,0.0418,0.77,6.93,3.1095,2.22865,1.517,0.17596,0.0789534,0.09700639545917511,0.269812,1.4217,0.297574,0.693754,0.390221,,4.9796,-0.0000999029,-0.000679999,999,,,,"20237"
"Drew Hutchison",,0.0464,0.0717,0.0558,4.94568,0.2983,0.1493,0,0,1,4.443,1.0795,0.5897,0.54952,0.141667,0.4082,,0.0395,0.6858,6.1722,3.6738,1.68006,1.275,0.154355,0.0918749,0.06248030811548233,0.270192,1.4877,0.296049,0.696466,0.422317,,4.97965,-0.0000999029,-0.000679999,999,,,,"10732"
"Norge Vera","ATH",0.0484,0.0688,0.0569,4.73733,0.323,0.144,0,0,1,4.494,0.9719,0.5678,0.52637,0.119111,0.5969,,0.0469,0.8333,7.4997,5.3721,1.39605,1.072,0.185425,0.132822,0.05260346829891205,0.252428,1.5688,0.294289,0.713957,0.446049,,4.97972,-0.0000999029,-0.000679999,999,,,,"sa3017468"
"Richard Gallardo","CHC",0.0503,0.0696,0.0631,4.92021,0.2233,0.1653,0,0,1,4.385,1.0954,0.5871,0.54669,0.150556,0.3471,,0.0488,0.6654,5.9886,3.1239,1.91703,1.355,0.151745,0.0791562,0.07258838415145874,0.274598,1.4425,0.297763,0.694475,0.439136,,4.9806,-0.0000999029,-0.000679999,999,,,,"sa3009990"
"Gabriel Hughes","COL",0.0448,0.077,0.0597,5.33151,0.1754,0.1754,0,0,1,4.431,1.1295,0.6316,0.59239,0.163778,0.3688,,0.0427,0.7742,6.9678,3.3192,2.09924,1.474,0.174724,0.0832318,0.09149175882339478,0.281005,1.4983,0.313391,0.682973,0.430584,,4.98169,-0.0000999029,-0.000679999,999,,,,"sa3020661"
"Jake Lyons",,0.0477,0.066,0.0425,4.93875,0.45,0.117,0,0,1,4.408,1.0655,0.5869,0.54875,0.154444,0.3871,,0.0452,0.7439,6.6951,3.4839,1.92173,1.39,0.168761,0.0878176,0.08094373345375061,0.268003,1.4526,0.296051,0.700191,0.406997,,4.98336,-0.0000999029,-0.000679999,999,,,,"sa1055560"
"Alec Kisena",,0.0495,0.0705,0.0637,4.87494,0.2266,0.1646,0,0,1,4.368,1.0654,0.5787,0.54166,0.166778,0.3316,,0.0408,0.7326,6.5934,2.9844,2.20929,1.501,0.16772,0.0759158,0.09180401265621185,0.266643,1.397,0.290232,0.703302,0.389872,,4.98659,-0.0000999029,-0.000679999,999,,,,"sa875686"
"Carlos Duran","LAD",0.0565,0.0646,0.0688,4.85811,0.1754,0.1754,0,0,1,4.413,1.0077,0.5776,0.53979,0.157333,0.4454,,0.0529,0.8596,7.7364,4.0086,1.92995,1.416,0.194788,0.100929,0.09385905414819717,0.257414,1.4531,0.293456,0.710153,0.410747,,4.98751,-0.0000999029,-0.000679999,999,,,,"sa3006404"
"Troy Miller",,0.0497,0.0703,0.064,4.86099,0.2266,0.1646,0,0,1,4.386,1.0316,0.5764,0.54011,0.164556,0.382,,0.0413,0.7925,7.1325,3.438,2.07461,1.481,0.180689,0.0870953,0.09359324723482132,0.260328,1.4136,0.288472,0.707559,0.378304,,4.9906,-0.0000999029,-0.000679999,999,,,,"sa3008453"
"Dakota Hudson",,0.0494,0.0721,0.0664,4.98681,0.1754,0.1754,0,0,1,4.468,1.1299,0.5988,0.55409,0.125778,0.4161,,0.0536,0.6094,5.4846,3.7449,1.46455,1.132,0.136392,0.0931289,0.04326319694519043,0.282595,1.546,0.307718,0.691432,0.496004,,4.99189,-0.0000999029,-0.000679999,999,,,,"19206"
"Lazaro Estrada","TOR",0.0527,0.0686,0.0691,4.84353,0.1754,0.1754,0,0,1,4.357,1.0165,0.5723,0.53817,0.172333,0.3512,,0.0464,0.8028,7.2252,3.1608,2.28588,1.551,0.184255,0.0806059,0.10364930331707001,0.256731,1.3677,0.282872,0.706123,0.34287,,4.99401,-0.0000999029,-0.000679999,999,,,,"sa3005471"
"Seth Frankoff",,0.0491,0.0708,0.0606,5.03649,0.2315,0.1635,0,0,1,4.384,1.0917,0.5967,0.55961,0.165,0.3322,,0.047,0.7261,6.5349,2.9898,2.18573,1.485,0.165625,0.0757755,0.08984945714473724,0.272598,1.4239,0.29762,0.693436,0.392994,,4.99688,-0.0000999029,-0.000679999,999,,,,"11346"
"Adrian Alcantara",,0.0482,0.0672,0.0478,4.93893,0.389,0.13,0,0,1,4.411,1.0694,0.5877,0.54877,0.152778,0.3902,,0.0435,0.7284,6.5556,3.5118,1.86673,1.375,0.165133,0.0884607,0.07667195796966553,0.268876,1.4596,0.296055,0.699921,0.415992,,4.99689,-0.0000999029,-0.000679999,999,,,,"sa974592"
"Brandon Williamson","CIN",0.0489,0.065,0.0426,4.92255,0.4442,0.1182,0,0,1,4.397,1.0446,0.5819,0.54695,0.178111,0.372,,0.0479,0.8709,7.8381,3.348,2.34113,1.603,0.198067,0.0846031,0.11346371471881866,0.262654,1.4166,0.295923,0.715103,0.373188,,4.99982,-0.0000999029,-0.000679999,999,,,,"25463"
"Jhancarlos Lara","ATL",0.0549,0.066,0.0659,4.96719,0.1837,0.1737,0,0,1,4.526,1.0272,0.5947,0.55191,0.126667,0.5657,,0.0523,0.8276,7.4484,5.0913,1.46297,1.14,0.182855,0.124989,0.05786567181348801,0.262845,1.5929,0.30488,0.705159,0.469372,,5.01195,-0.0000999029,-0.000679999,999,,,,"sa3019367"
"John O'Reilly",,0.0486,0.0682,0.0524,4.91013,0.342,0.14,0,0,1,4.423,1.1191,0.5888,0.54557,0.139111,0.3552,,0.0583,0.6002,5.4018,3.1968,1.68975,1.252,0.1357,0.0803075,0.05539226531982422,0.279112,1.4743,0.299673,0.692043,0.476006,,5.01502,-0.0000999029,-0.000679999,999,,,,"sa3008134"
"Alex Troop",,0.0498,0.0659,0.0509,4.79448,0.375,0.133,0,0,1,4.369,1.0488,0.5684,0.53272,0.163444,0.3513,,0.0447,0.7321,6.5889,3.1617,2.08397,1.471,0.167567,0.0804074,0.08715953677892685,0.263982,1.4001,0.287691,0.710079,0.366996,,5.01506,-0.0000999029,-0.000679999,999,,,,"sa915638"
"Luis Cessa",,0.0493,0.0712,0.0634,4.98699,0.2068,0.1688,0,0,1,4.415,1.1193,0.5959,0.55411,0.147,0.3649,,0.035,0.6303,5.6727,3.2841,1.72732,1.323,0.142763,0.0826501,0.060113243758678436,0.278773,1.4842,0.300297,0.694853,0.451014,,5.01658,-0.0000999029,-0.000679999,999,,,,"13345"
"Aaron Leasher",,0.0509,0.0627,0.0453,4.72275,0.4475,0.1175,0,0,1,4.427,1.025,0.5645,0.52475,0.141556,0.4675,,0.0457,0.7644,6.8796,4.2075,1.63508,1.274,0.172668,0.105602,0.06706573814153671,0.261894,1.4925,0.293713,0.716978,0.430435,,5.0175,-0.0000999029,-0.000679999,999,,,,"sa3004701"
"Andrew Albers",,0.0483,0.0649,0.043,4.89852,0.4649,0.1139,0,0,1,4.392,1.0899,0.5819,0.54428,0.159778,0.3466,,0.0441,0.6989,6.2901,3.1194,2.01645,1.438,0.15913,0.0789162,0.08021402359008789,0.272386,1.4365,0.29597,0.704644,0.397995,,5.01789,-0.0000999029,-0.000679999,999,,,,"7853"
"Adam Scott",,0.0499,0.0667,0.054,4.78197,0.3453,0.1393,0,0,1,4.479,1.0307,0.5724,0.53133,0.132222,0.488,,0.0658,0.7634,6.8706,4.392,1.56434,1.19,0.17044,0.108953,0.06148693710565567,0.262585,1.5187,0.296569,0.709589,0.443997,,5.01997,-0.0000999029,-0.000679999,999,,,,"sa3006826"
"Jake Miednik",,0.0487,0.0651,0.0449,4.84074,0.4442,0.1182,0,0,1,4.433,1.0673,0.5773,0.53786,0.145556,0.4173,,0.0435,0.7104,6.3936,3.7557,1.70237,1.31,0.160253,0.0941349,0.06611775606870651,0.268692,1.4846,0.295787,0.708373,0.418,,5.0203,-0.0000999029,-0.000679999,999,,,,"sa3007242"
"Easton McGee","MIL",0.0504,0.071,0.0672,4.94127,0.1754,0.1754,0,0,1,4.346,1.1212,0.5878,0.54903,0.170556,0.2539,,0.0507,0.638,5.742,2.2851,2.5128,1.535,0.146802,0.0584215,0.088380116969347,0.277429,1.3751,0.294058,0.692849,0.417533,,5.0215,-0.0000999029,-0.000679999,999,,,,"22176"
"Ben Peoples","TBR",0.049,0.0725,0.0686,4.87044,0.1754,0.1754,0,0,1,4.421,1.0137,0.5794,0.54116,0.151444,0.449,,0.0443,0.7962,7.1658,4.041,1.77327,1.363,0.180095,0.101561,0.07853426784276962,0.25809,1.4627,0.289342,0.706257,0.401562,,5.02276,-0.0000999029,-0.000679999,999,,,,"sa3011784"
"David Parkinson",,0.0504,0.068,0.0597,4.80888,0.2802,0.1532,0,0,1,4.403,1.0834,0.5742,0.53432,0.148222,0.3634,,0.0514,0.657,5.913,3.2706,1.80793,1.334,0.149216,0.0825346,0.06668180227279663,0.271651,1.4468,0.293806,0.704113,0.424984,,5.02377,-0.0000999029,-0.000679999,999,,,,"sa3004857"
"John Gant",,0.0481,0.069,0.0526,4.97583,0.3272,0.1432,0,0,1,4.474,1.063,0.5945,0.55287,0.135889,0.4744,,0.047,0.736,6.624,4.2696,1.55143,1.223,0.164506,0.106035,0.058471158146858215,0.268937,1.5374,0.300941,0.699919,0.451004,,5.02524,-0.0000999029,-0.000679999,999,,,,"13684"
"Cameron Foster","NYM",0.048,0.0668,0.0473,4.81806,0.4113,0.1253,0,0,1,4.405,1.0295,0.5733,0.53534,0.156111,0.4121,,0.0404,0.7633,6.8697,3.7089,1.85222,1.405,0.17328,0.0935528,0.07972758263349533,0.260468,1.4416,0.287954,0.70995,0.40119,,5.02682,-0.0000999029,-0.000679999,999,,,,"sa3020735"
"Jayden Murray","HOU",0.052,0.0693,0.0659,5.01237,0.1754,0.1754,0,0,1,4.399,1.08,0.5967,0.55693,0.156222,0.3671,,0.0529,0.7146,6.4314,3.3039,1.94661,1.406,0.162446,0.0834508,0.0789952278137207,0.271425,1.4471,0.297209,0.692289,0.431028,,5.02817,-0.0000999029,-0.000679999,999,,,,"sa1170405"
"Blade Tidwell","NYM",0.0508,0.0697,0.0677,4.75641,0.2059,0.1689,0,0,1,4.414,0.9803,0.5658,0.52849,0.154556,0.4604,,0.048,0.8361,7.5249,4.1436,1.81603,1.391,0.18942,0.104304,0.08511552959680557,0.250999,1.4407,0.28328,0.714599,0.389249,,5.0287,-0.0000999029,-0.000679999,999,,,,"sa3020177"
"Jake Arrieta",,0.0488,0.0727,0.0645,5.08275,0.1754,0.1754,0,0,1,4.415,1.1178,0.6053,0.56475,0.156667,0.3512,,0.0468,0.6842,6.1578,3.1608,1.94818,1.41,0.154972,0.079547,0.0754246860742569,0.278267,1.469,0.302611,0.691144,0.441006,,5.02875,-0.0000999029,-0.000679999,999,,,,"4153"
"Stephen Strasburg",,0.0475,0.0741,0.0669,4.95873,0.1754,0.1754,0,0,1,4.378,1.0527,0.5876,0.55097,0.163889,0.3721,,0.0448,0.7589,6.8301,3.3489,2.03951,1.475,0.173344,0.0849932,0.08835084736347198,0.26576,1.4248,0.292535,0.700377,0.386618,,5.02994,-0.0000999029,-0.000679999,999,,,,"10131"
"Jacob Miller","MIA",0.0453,0.0764,0.0643,5.09328,0.1754,0.1754,0,0,1,4.442,1.1347,0.6084,0.56592,0.143444,0.3723,,0.0436,0.6244,5.6196,3.3507,1.67714,1.291,0.140567,0.0838136,0.05675371736288071,0.281836,1.507,0.304229,0.687961,0.460755,,5.03016,-0.0000999029,-0.000679999,999,,,,"sa3020111"
"Hunter Stanley","CLE",0.0473,0.0659,0.0397,5.0166,0.4665,0.1135,0,0,1,4.386,1.0701,0.5932,0.5574,0.171111,0.3506,,0.0352,0.7583,6.8247,3.1554,2.16286,1.54,0.172891,0.0799362,0.0929548442363739,0.267512,1.4207,0.292755,0.700592,0.37111,,5.03172,-0.0000999029,-0.000679999,999,,,,"sa3018148"
"Connor Overton",,0.05,0.0714,0.0665,4.98141,0.1754,0.1754,0,0,1,4.38,1.1075,0.5919,0.55349,0.163222,0.3128,,0.0438,0.6627,5.9643,2.8152,2.11861,1.469,0.151301,0.0714155,0.07988584786653519,0.275265,1.4203,0.29532,0.69509,0.405002,,5.03277,-0.0000999029,-0.000679999,999,,,,"18376"
"Abdiel Mendoza",,0.047,0.0655,0.0387,4.94334,0.4921,0.1081,0,0,1,4.441,1.0982,0.5912,0.54926,0.140333,0.3926,,0.0577,0.6536,5.8824,3.5334,1.6648,1.263,0.147174,0.0884035,0.058770544826984406,0.27519,1.4908,0.299636,0.69503,0.460013,,5.03451,-0.0000999029,-0.000679999,999,,,,"sa916829"
"Julio Robaina",,0.0506,0.0692,0.0639,4.84182,0.2299,0.1639,0,0,1,4.426,1.0662,0.5779,0.53798,0.146444,0.4139,,0.0427,0.7023,6.3207,3.7251,1.69679,1.318,0.158676,0.0935156,0.06516041606664658,0.268605,1.4801,0.294732,0.707565,0.422005,,5.03546,-0.0000999029,-0.000679999,999,,,,"sa3006817"
"Jake Odorizzi",,0.0503,0.0704,0.0647,4.95864,0.1985,0.1705,0,0,1,4.378,1.0624,0.5855,0.55096,0.173778,0.3353,,0.0429,0.762,6.858,3.0177,2.27259,1.564,0.174052,0.0765875,0.09746460616588593,0.265613,1.3977,0.290018,0.703562,0.348993,,5.03619,-0.0000999029,-0.000679999,999,,,,"6397"
"James Marvel",,0.0507,0.0707,0.0664,4.98483,0.1754,0.1754,0,0,1,4.421,1.1426,0.5974,0.55387,0.145667,0.3337,,0.0512,0.589,5.301,3.0033,1.76506,1.311,0.133228,0.0754807,0.057747118175029755,0.283095,1.4763,0.30197,0.69076,0.478366,,5.03685,-0.0000999029,-0.000679999,999,,,,"19675"
"Mario Sanchez",,0.0487,0.0684,0.0526,4.97349,0.3296,0.1426,0,0,1,4.359,1.0813,0.5887,0.55261,0.171444,0.313,,0.0423,0.7105,6.3945,2.817,2.26997,1.543,0.162996,0.0718055,0.0911906436085701,0.270075,1.3943,0.291456,0.697926,0.375994,,5.04016,-0.0000999029,-0.000679999,999,,,,"sa691863"
"J.A. Happ",,0.0495,0.072,0.065,5.05647,0.1754,0.1754,0,0,1,4.382,1.1101,0.5975,0.56183,0.174111,0.3042,,0.0367,0.706,6.354,2.7378,2.32084,1.567,0.161114,0.0694204,0.09169328212738037,0.274702,1.4143,0.296106,0.697795,0.364011,,5.04062,-0.0000999029,-0.000679999,999,,,,"7410"
"Grant Gambrell","BOS",0.0492,0.0716,0.0611,5.16699,0.1952,0.1712,0,0,1,4.419,1.1204,0.6145,0.57411,0.152444,0.361,,0.046,0.6626,5.9634,3.249,1.83546,1.372,0.149943,0.0816927,0.06825072318315506,0.279262,1.4814,0.302774,0.683687,0.435825,,5.04406,-0.0000999029,-0.000679999,999,,,,"sa3011129"
"Will Sanders","CHC",0.0501,0.0712,0.0654,5.00076,0.1829,0.1739,0,0,1,4.428,1.0623,0.5952,0.55564,0.150222,0.4205,,0.0495,0.7425,6.6825,3.7845,1.76576,1.352,0.167683,0.0949639,0.07271905988454819,0.268393,1.4828,0.297551,0.697531,0.424125,,5.04437,-0.0000999029,-0.000679999,999,,,,"sa3023508"
"J.J. Niekro","ATL",0.0542,0.0671,0.0649,5.06349,0.1754,0.1754,0,0,1,4.433,1.1187,0.6043,0.56261,0.149444,0.3791,,0.0397,0.6596,5.9364,3.4119,1.73991,1.345,0.148793,0.0855177,0.06327544152736664,0.278686,1.4978,0.302405,0.6934,0.450425,,5.04646,-0.0000999029,-0.000679999,999,,,,"sa3017129"
"Sam Armstrong","CHC",0.05,0.07,0.0619,4.95315,0.2299,0.1639,0,0,1,4.408,1.0818,0.5909,0.55035,0.149667,0.3764,,0.0554,0.6795,6.1155,3.3876,1.80526,1.347,0.154152,0.0853902,0.06876134872436523,0.272069,1.4582,0.296194,0.694581,0.437145,,5.04855,-0.0000999029,-0.000679999,999,,,,"sa3023046"
"Steven Fuentes",,0.046,0.0716,0.0549,4.92759,0.3131,0.1461,0,0,1,4.453,1.085,0.5906,0.54751,0.133,0.4275,,0.0637,0.6594,5.9346,3.8475,1.54246,1.197,0.14808,0.0960027,0.05207724869251251,0.273865,1.5125,0.300372,0.695092,0.478007,,5.05028,-0.0000999029,-0.000679999,999,,,,"sa828326"
"Steven Moyers",,0.0439,0.0733,0.0551,4.82886,0.3296,0.1426,0,0,1,4.396,1.0938,0.5761,0.53654,0.156,0.3525,,0.0466,0.6683,6.0147,3.1725,1.89589,1.404,0.152025,0.0801865,0.07183803617954254,0.273662,1.4463,0.295594,0.70869,0.4251,,5.05518,-0.0000999029,-0.000679999,999,,,,"sa920718"
"Henry Baez","SDP",0.0521,0.0692,0.0678,4.91463,0.1754,0.1754,0,0,1,4.423,1.0843,0.5885,0.54607,0.142778,0.4054,,0.0518,0.6672,6.0048,3.6486,1.64578,1.285,0.150848,0.0916573,0.059190601110458374,0.273413,1.4897,0.298345,0.698707,0.467587,,5.05979,-0.0000999029,-0.000679999,999,,,,"sa3016584"
"Ty Cummings","SEA",0.0483,0.0733,0.0697,4.81365,0.1754,0.1754,0,0,1,4.439,1.0513,0.5768,0.53485,0.142222,0.4369,,0.0458,0.7012,6.3108,3.9321,1.60494,1.28,0.157963,0.0984231,0.059540435671806335,0.265728,1.4882,0.292038,0.707011,0.451367,,5.06107,-0.0000999029,-0.000679999,999,,,,"sa3023365"
"Connor Prielipp","MIN",0.0497,0.0718,0.066,5.004,0.1754,0.1754,0,0,1,4.49,1.0492,0.5952,0.556,0.142111,0.4901,,0.0455,0.7791,7.0119,4.4109,1.58968,1.279,0.173519,0.109154,0.06436526030302048,0.265325,1.5393,0.299055,0.704371,0.407994,,5.06252,-0.0000999029,-0.000679999,999,,,,"sa3020808"
"Fernando Sanchez","SDP",0.0514,0.0646,0.0525,4.77423,0.3618,0.1358,0,0,1,4.423,1.0388,0.5701,0.53047,0.145556,0.4335,,0.0593,0.735,6.615,3.9015,1.6955,1.31,0.166177,0.0980104,0.06816641241312027,0.264312,1.4723,0.292901,0.711221,0.42846,,5.0671,-0.0000999029,-0.000679999,999,,,,"sa3010134"
"Lucas Knowles","WSN",0.0472,0.0683,0.0504,4.76793,0.389,0.13,0,0,1,4.408,1.0579,0.5697,0.52977,0.144889,0.4097,,0.0446,0.6726,6.0534,3.6873,1.64169,1.304,0.152586,0.0929446,0.05964156240224838,0.267572,1.4676,0.291119,0.70994,0.425021,,5.06774,-0.0000999029,-0.000679999,999,,,,"sa3011676"
"Gray Fenter",,0.0496,0.0718,0.0656,5.02569,0.1754,0.1754,0,0,1,4.44,1.0369,0.5962,0.55841,0.156,0.4502,,0.043,0.803,7.227,4.0518,1.78365,1.404,0.180856,0.101396,0.07945944368839264,0.262719,1.4871,0.294832,0.702215,0.395003,,5.06808,-0.0000999029,-0.000679999,999,,,,"sa875233"
"Zach Davies",,0.0494,0.0721,0.0654,5.03568,0.1754,0.1754,0,0,1,4.44,1.1021,0.5991,0.55952,0.162444,0.3709,,0.0347,0.7132,6.4188,3.3381,1.92289,1.462,0.160631,0.083536,0.07709459215402603,0.273176,1.473,0.297477,0.701602,0.415003,,5.06866,-0.0000999029,-0.000679999,999,,,,"13183"
"Noah Song","BOS",0.0466,0.0657,0.036,5.19039,0.4962,0.1072,0,0,1,4.45,1.071,0.6144,0.57671,0.154222,0.4322,,0.0485,0.7723,6.9507,3.8898,1.7869,1.388,0.173551,0.0971236,0.07642697542905807,0.269821,1.5032,0.301296,0.690443,0.398976,,5.06887,-0.0000999029,-0.000679999,999,,,,"sa3011695"
"William Cuevas",,0.0553,0.0649,0.0635,4.96233,0.2109,0.1679,0,0,1,4.353,1.0467,0.5855,0.55137,0.184111,0.332,,0.0474,0.8144,7.3296,2.988,2.45301,1.657,0.187089,0.0762692,0.11082012206315994,0.263414,1.3787,0.289937,0.707618,0.359785,,5.06932,-0.0000999029,-0.000679999,999,,,,"13331"
"Danny Duffy",,0.0518,0.0692,0.068,4.83651,0.1886,0.1726,0,0,1,4.41,0.98,0.5716,0.53739,0.161444,0.4742,,0.0376,0.8644,7.7796,4.2678,1.82286,1.453,0.196009,0.107528,0.08848073333501816,0.251398,1.4542,0.284977,0.718626,0.337005,,5.07186,-0.0000999029,-0.000679999,999,,,,"3542"
"Billy Corcoran","ARI",0.0505,0.0709,0.0621,5.20641,0.1754,0.1754,0,0,1,4.429,1.1331,0.6182,0.57849,0.153889,0.3479,,0.0463,0.6382,5.7438,3.1311,1.83444,1.385,0.144096,0.0785505,0.06554526835680008,0.280832,1.481,0.301973,0.681756,0.415841,,5.07324,-0.0000999029,-0.000679999,999,,,,"sa3020172"
"Trenton Denholm","CLE",0.0501,0.0713,0.0662,4.99446,0.1754,0.1754,0,0,1,4.382,1.1116,0.595,0.55494,0.163556,0.3141,,0.0393,0.6396,5.7564,2.8269,2.03629,1.472,0.145961,0.0716796,0.07428114861249924,0.275927,1.4257,0.293927,0.694146,0.425571,,5.0737,-0.0000999029,-0.000679999,999,,,,"sa3018139"
"Evan McKendry","MIL",0.0485,0.0677,0.0501,4.94442,0.356,0.137,0,0,1,4.352,1.0782,0.5856,0.54938,0.176556,0.2965,,0.0498,0.7131,6.4179,2.6685,2.40506,1.589,0.163856,0.0681296,0.09572609513998032,0.269166,1.3747,0.289355,0.699853,0.383879,,5.0744,-0.0000999029,-0.000679999,999,,,,"sa3010787"
"Trey Gibson","BAL",0.0513,0.0676,0.0599,4.91895,0.2604,0.1574,0,0,1,4.488,1.069,0.5905,0.54655,0.130333,0.4862,,0.0518,0.6986,6.2874,4.3758,1.43686,1.173,0.15566,0.108333,0.04732620716094971,0.270633,1.5552,0.300752,0.702758,0.483998,,5.07761,-0.0000999029,-0.000679999,999,,,,"sa3023250"
"Tyson Guerrero","KCR",0.0505,0.0706,0.064,5.04603,0.1886,0.1726,0,0,1,4.459,1.072,0.5989,0.56067,0.147556,0.4269,,0.0553,0.7261,6.5349,3.8421,1.70087,1.328,0.162839,0.095739,0.06710024923086166,0.269563,1.4989,0.297906,0.696421,0.392672,,5.0791,-0.0000999029,-0.000679999,999,,,,"sa3017140"
"Pierson Ohl","MIN",0.0483,0.0714,0.0587,5.09139,0.2365,0.1625,0,0,1,4.342,1.1462,0.6025,0.56571,0.178667,0.2322,,0.0375,0.6095,5.4855,2.0898,2.62489,1.608,0.140373,0.0534777,0.08689543604850769,0.281463,1.3784,0.294608,0.687692,0.382541,,5.07925,-0.0000999029,-0.000679999,999,,,,"sa3017977"
"Anthony Solometo","PIT",0.0476,0.0732,0.065,4.93947,0.1994,0.1704,0,0,1,4.49,1.0812,0.591,0.54883,0.130667,0.4685,,0.0523,0.6732,6.0588,4.2165,1.43693,1.176,0.149933,0.104343,0.045590199530124664,0.272397,1.5497,0.300295,0.701436,0.448685,,5.08115,-0.0000999029,-0.000679999,999,,,,"sa3018259"
"Seth Nordlin",,0.0472,0.0674,0.0442,5.01327,0.4195,0.1235,0,0,1,4.399,1.1215,0.5972,0.55703,0.156889,0.3251,,0.0469,0.6204,5.5836,2.9259,1.90834,1.412,0.141032,0.0739032,0.06712889671325684,0.278495,1.4466,0.29683,0.692283,0.430001,,5.08124,-0.0000999029,-0.000679999,999,,,,"sa3004215"
"Kyle Luckham","WSN",0.0469,0.0743,0.0658,4.95306,0.1886,0.1726,0,0,1,4.376,1.1384,0.5926,0.55034,0.151667,0.2977,,0.0501,0.5491,4.9419,2.6793,1.84447,1.365,0.12548,0.0680302,0.05744972825050354,0.282608,1.4361,0.296545,0.689265,0.458987,,5.08335,-0.0000999029,-0.000679999,999,,,,"sa3020378"
"Jacob Watters","ATH",0.0478,0.0697,0.0567,4.79574,0.3148,0.1458,0,0,1,4.471,1.0398,0.5766,0.53286,0.121111,0.5075,,0.0509,0.6662,5.9958,4.5675,1.31271,1.09,0.149005,0.113509,0.03549540787935257,0.265757,1.5473,0.293953,0.704557,0.475181,,5.08372,-0.0000999029,-0.000679999,999,,,,"sa3020628"
"Max Rajcic","STL",0.0505,0.0708,0.0661,4.96683,0.182,0.174,0,0,1,4.389,1.0806,0.5898,0.55187,0.161111,0.3435,,0.0514,0.6807,6.1263,3.0915,1.98166,1.45,0.155092,0.0782638,0.07682844251394272,0.270549,1.4241,0.291689,0.696094,0.395639,,5.08422,-0.0000999029,-0.000679999,999,,,,"sa3020746"
"Kohl Franklin","CHC",0.0502,0.0712,0.066,5.00589,0.1754,0.1754,0,0,1,4.425,1.0487,0.5949,0.55621,0.154111,0.4211,,0.0557,0.7576,6.8184,3.7899,1.7991,1.387,0.171209,0.0951638,0.0760452002286911,0.265615,1.4698,0.294613,0.697663,0.410064,,5.08512,-0.0000999029,-0.000679999,999,,,,"sa3008335"
"Sean Sullivan","COL",0.0463,0.0753,0.0619,5.21712,0.1754,0.1754,0,0,1,4.357,1.1172,0.6144,0.57968,0.189556,0.2826,,0.0427,0.7558,6.8022,2.5434,2.67445,1.706,0.173468,0.0648611,0.10860685259103775,0.277104,1.3998,0.300564,0.692335,0.362074,,5.095,-0.0000999029,-0.000679999,999,,,,"sa3023162"
"Ty Damron",,0.0504,0.0702,0.0653,4.91598,0.2018,0.1698,0,0,1,4.398,1.0916,0.5847,0.54622,0.159111,0.349,,0.0435,0.6585,5.9265,3.141,1.88682,1.432,0.149727,0.0793543,0.07037290930747986,0.272525,1.4406,0.29251,0.702799,0.400006,,5.09542,-0.0000999029,-0.000679999,999,,,,"sa738284"
"Luis Palacios",,0.0511,0.0703,0.0686,4.87044,0.1754,0.1754,0,0,1,4.354,1.1264,0.5802,0.54116,0.164111,0.2697,,0.0417,0.5691,5.1219,2.4273,2.11012,1.477,0.130707,0.061943,0.06876435875892639,0.278633,1.3961,0.290775,0.699536,0.406001,,5.09592,-0.0000999029,-0.000679999,999,,,,"sa3003021"
"Trey Supak",,0.0488,0.0701,0.0577,4.9896,0.2686,0.1556,0,0,1,4.401,1.1121,0.5952,0.5544,0.155,0.3327,,0.0523,0.6198,5.5782,2.9943,1.86294,1.395,0.140832,0.0755965,0.06523516029119492,0.276917,1.4448,0.295292,0.691969,0.437011,,5.09688,-0.0000999029,-0.000679999,999,,,,"sa828707"
"Adolfo Ramirez",,0.0469,0.0674,0.043,5.04549,0.4278,0.1218,0,0,1,4.465,1.0609,0.6002,0.56061,0.148111,0.4482,,0.0545,0.7513,6.7617,4.0338,1.67626,1.333,0.168264,0.100381,0.06788353621959686,0.267749,1.5091,0.298016,0.698217,0.422006,,5.09742,-0.0000999029,-0.000679999,999,,,,"sa3003015"
"Nate Peterson","MIL",0.0496,0.0686,0.0572,4.90212,0.2892,0.1512,0,0,1,4.433,1.0501,0.5824,0.54468,0.158444,0.4281,,0.0375,0.7628,6.8652,3.8529,1.78183,1.426,0.172073,0.0965712,0.07550191134214401,0.264682,1.4782,0.292715,0.713002,0.392239,,5.09746,-0.0000999029,-0.000679999,999,,,,"sa3020804"
"Drake Fellows","PIT",0.0446,0.0718,0.0476,5.12469,0.3593,0.1363,0,0,1,4.493,1.0873,0.6107,0.56941,0.138111,0.4717,,0.0436,0.7039,6.3351,4.2453,1.49226,1.243,0.156666,0.104986,0.05168038606643677,0.273349,1.559,0.302705,0.694397,0.438638,,5.10002,-0.0000999029,-0.000679999,999,,,,"sa3015208"
